previous_crop,soil_nitrogen,soil_ph,rainfall,temperature,recommended_next_crop
Barley,38,6.4,1167,35,Wheat
Soybean,10,6.5,1069,28,Barley
Tomato,25,6.9,641,29,Rice
Barley,41,7.2,1469,17,Wheat
Wheat,29,6.0,820,16,Rice
Soybean,40,6.1,1178,26,Barley
Potato,23,6.9,622,32,Wheat
Barley,50,6.6,812,16,Wheat
Cotton,38,6.0,992,29,Tomato
Tomato,16,6.1,1400,17,Rice
Sugarcane,50,6.4,488,16,Potato
Barley,21,6.0,435,22,Wheat
Rice,31,6.6,637,23,Maize
Barley,19,5.7,341,23,Wheat
Millet,36,5.8,1348,24,Cotton
Millet,47,6.6,1044,28,Cotton
Soybean,29,7.3,955,30,Barley
Potato,41,7.1,475,29,Wheat
Maize,50,7.4,948,31,Soybean
Cotton,50,5.5,479,17,Tomato
Soybean,20,5.5,353,22,Barley
Barley,16,7.1,925,33,Wheat
Rice,15,5.6,911,35,Maize
Tomato,29,6.0,970,20,Rice
Tomato,16,5.7,498,24,Rice
Cotton,25,6.3,594,35,Tomato
Wheat,42,5.8,713,15,Rice
Rice,17,6.4,1018,20,Maize
Millet,16,5.9,571,21,Cotton
Barley,31,5.9,1422,32,Wheat
Barley,39,6.0,844,21,Wheat
Wheat,17,6.5,869,33,Rice
Barley,50,6.8,691,18,Wheat
Cotton,37,7.1,1061,30,Tomato
Potato,40,7.1,577,21,Wheat
Wheat,47,6.0,1294,33,Rice
Tomato,31,6.0,1027,25,Rice
Sugarcane,48,6.4,1038,32,Potato
Cotton,38,6.2,1123,22,Tomato
Sugarcane,24,7.2,1436,18,Potato
Tomato,23,6.7,1364,24,Rice
Wheat,15,7.3,868,24,Rice
Barley,35,6.5,770,23,Wheat
Cotton,14,6.8,792,32,Tomato
Tomato,19,6.6,789,29,Rice
Wheat,38,6.0,1291,29,Rice
Tomato,12,5.8,661,21,Rice
Millet,14,6.0,694,26,Cotton
Millet,26,6.4,493,29,Cotton
Rice,38,6.8,897,20,Maize
Millet,34,5.6,1417,18,Cotton
Soybean,25,6.2,1183,24,Barley
Cotton,44,7.5,1358,17,Tomato
Soybean,16,7.1,610,26,Barley
Millet,49,6.1,1320,27,Cotton
Soybean,16,5.9,381,21,Barley
Cotton,43,6.7,1386,17,Tomato
Potato,32,7.3,1025,28,Wheat
Millet,49,7.2,689,27,Cotton
Cotton,50,5.9,872,16,Tomato
Sugarcane,27,5.9,1121,30,Potato
Soybean,25,7.5,650,20,Barley
Millet,25,6.3,1394,23,Cotton
Maize,20,5.7,1140,24,Soybean
Wheat,29,5.8,869,31,Rice
Potato,29,5.8,711,29,Wheat
Soybean,17,6.3,1188,24,Barley
Sugarcane,44,7.3,1469,26,Potato
Rice,24,6.3,1469,22,Maize
Wheat,19,7.0,1175,29,Rice
Rice,49,7.5,1187,18,Maize
Cotton,48,6.6,391,15,Tomato
Soybean,45,6.5,623,25,Barley
Rice,40,5.9,554,21,Maize
Rice,41,6.7,800,32,Maize
Sugarcane,29,6.3,1493,23,Potato
Tomato,17,6.6,1097,21,Rice
Tomato,21,5.6,897,27,Rice
Rice,15,7.2,511,22,Maize
Maize,10,6.8,982,28,Soybean
Soybean,30,6.3,501,21,Barley
Potato,24,6.0,1480,30,Wheat
Rice,25,5.8,1384,25,Maize
Potato,18,6.7,811,35,Wheat
Barley,28,6.2,1322,33,Wheat
Potato,25,5.9,1011,17,Wheat
Wheat,38,6.8,1312,29,Rice
Wheat,26,7.4,1178,31,Rice
Soybean,48,7.1,1322,23,Barley
Maize,49,6.8,1135,27,Soybean
Cotton,49,6.6,981,24,Tomato
Tomato,17,7.3,744,28,Rice
Sugarcane,39,6.0,460,35,Potato
Rice,49,6.5,1492,27,Maize
Soybean,46,7.3,971,23,Barley
Sugarcane,21,7.2,521,29,Potato
Maize,22,7.3,779,35,Soybean
Soybean,38,5.7,922,20,Barley
Millet,15,6.9,759,20,Cotton
Cotton,30,7.4,631,32,Tomato
Barley,30,6.1,453,19,Wheat
Tomato,49,6.8,1453,30,Rice
Maize,42,7.4,979,15,Soybean
Sugarcane,11,7.3,904,22,Potato
Sugarcane,30,5.7,686,18,Potato
Sugarcane,22,6.5,1097,17,Potato
Wheat,50,6.2,1326,19,Rice
Maize,20,6.5,1075,32,Soybean
Rice,30,7.4,501,26,Maize
Tomato,27,5.8,920,23,Rice
Tomato,19,7.5,1407,16,Rice
Millet,35,5.7,399,15,Cotton
Barley,18,5.6,1191,29,Wheat
Barley,28,6.5,1183,18,Wheat
Rice,16,6.4,1061,18,Maize
Sugarcane,26,5.5,492,20,Potato
Barley,30,6.4,1107,23,Wheat
Millet,30,7.0,579,35,Cotton
Barley,29,6.1,308,20,Wheat
Millet,49,6.0,617,18,Cotton
Soybean,29,6.7,1443,34,Barley
Rice,46,6.9,395,31,Maize
Wheat,31,5.7,776,30,Rice
Rice,12,6.8,453,31,Maize
Maize,34,5.7,1025,22,Soybean
Tomato,16,6.0,577,29,Rice
Maize,23,5.9,660,18,Soybean
Maize,44,7.2,943,30,Soybean
Tomato,36,6.6,336,23,Rice
Rice,18,6.7,798,16,Maize
Potato,46,6.1,1228,19,Wheat
Tomato,45,6.7,641,33,Rice
Barley,34,5.6,466,16,Wheat
Rice,37,6.8,628,29,Maize
Tomato,49,5.7,671,28,Rice
Maize,45,6.2,979,32,Soybean
Rice,21,6.2,685,29,Maize
Potato,21,6.4,1052,32,Wheat
Tomato,15,6.5,1142,15,Rice
Rice,31,6.4,876,33,Maize
Millet,30,6.9,838,29,Cotton
Cotton,24,6.2,1230,20,Tomato
Potato,23,6.5,439,22,Wheat
Potato,26,7.3,659,18,Wheat
Tomato,25,6.0,970,21,Rice
Soybean,36,7.1,1427,19,Barley
Wheat,17,6.3,980,34,Rice
Barley,14,5.8,1330,26,Wheat
Barley,50,5.6,678,31,Wheat
Wheat,18,5.8,964,22,Rice
Cotton,43,5.8,300,31,Tomato
Maize,24,6.8,860,22,Soybean
Tomato,23,6.7,1172,21,Rice
Cotton,47,6.6,959,31,Tomato
Soybean,26,5.8,789,31,Barley
Cotton,43,6.6,347,23,Tomato
Barley,22,5.9,833,22,Wheat
Millet,13,7.3,929,22,Cotton
Rice,37,7.4,932,18,Maize
Rice,50,5.9,306,17,Maize
Wheat,12,6.7,1340,18,Rice
Barley,35,5.9,1397,27,Wheat
Potato,17,5.8,1473,25,Wheat
Tomato,11,7.1,320,34,Rice
Wheat,44,7.2,1156,33,Rice
Cotton,16,6.5,326,24,Tomato
Soybean,41,7.0,1107,28,Barley
Cotton,14,6.9,827,32,Tomato
Tomato,32,7.3,933,31,Rice
Cotton,22,6.0,662,22,Tomato
Cotton,42,5.8,673,35,Tomato
Sugarcane,50,6.4,1479,28,Potato
Wheat,46,5.9,751,32,Rice
Maize,41,6.5,1261,17,Soybean
Barley,11,6.4,606,30,Wheat
Tomato,47,6.6,407,30,Rice
Tomato,41,7.3,317,23,Rice
Millet,48,5.9,960,23,Cotton
Rice,26,6.3,346,23,Maize
Soybean,17,6.3,1265,21,Barley
Maize,40,7.0,867,15,Soybean
Millet,28,7.4,323,23,Cotton
Cotton,29,6.7,995,19,Tomato
Tomato,12,7.2,402,24,Rice
Wheat,23,5.9,1052,30,Rice
Millet,15,7.3,657,25,Cotton
Tomato,14,6.6,508,17,Rice
Barley,23,6.9,1191,22,Wheat
Wheat,41,5.9,571,24,Rice
Maize,46,6.0,957,22,Soybean
Sugarcane,33,5.5,1210,26,Potato
Sugarcane,39,6.9,1394,17,Potato
Tomato,16,5.8,1073,22,Rice
Wheat,38,5.6,1178,19,Rice
Sugarcane,40,6.2,1235,20,Potato
Maize,22,6.5,1369,33,Soybean
Sugarcane,25,6.2,882,30,Potato
Wheat,21,6.4,375,19,Rice
Barley,50,5.6,1479,24,Wheat
Potato,47,6.3,681,19,Wheat
Cotton,18,6.9,647,33,Tomato
Rice,46,7.4,1417,19,Maize
Potato,30,5.7,1135,26,Wheat
Maize,47,7.4,378,18,Soybean
Cotton,45,7.4,1438,35,Tomato
Millet,34,6.2,909,30,Cotton
Wheat,29,5.8,492,21,Rice
Cotton,19,6.5,545,26,Tomato
Maize,41,5.8,709,30,Soybean
Soybean,14,7.2,428,24,Barley
Wheat,18,6.2,1427,25,Rice
Potato,22,6.4,1498,32,Wheat
Maize,38,7.1,704,18,Soybean
Potato,18,5.6,1228,25,Wheat
Tomato,22,6.0,1056,21,Rice
Barley,35,6.1,889,35,Wheat
Tomato,22,5.9,459,30,Rice
Barley,16,5.7,1226,15,Wheat
Cotton,10,7.1,481,17,Tomato
Barley,12,6.7,858,26,Wheat
Millet,16,6.0,796,34,Cotton
Maize,45,6.8,1106,21,Soybean
Millet,26,6.5,948,25,Cotton
Potato,33,6.8,1021,24,Wheat
Barley,24,6.8,679,24,Wheat
Wheat,19,5.9,1250,34,Rice
Cotton,42,5.8,1336,31,Tomato
Potato,16,7.3,1228,33,Wheat
Maize,50,7.5,657,25,Soybean
Sugarcane,24,5.7,664,35,Potato
Soybean,32,6.5,1400,22,Barley
Maize,21,5.5,686,31,Soybean
Wheat,31,7.0,723,17,Rice
Maize,24,5.7,1329,26,Soybean
Cotton,42,7.3,1113,15,Tomato
Sugarcane,20,6.3,1154,21,Potato
Potato,36,6.5,421,19,Wheat
Maize,29,6.9,653,17,Soybean
Potato,35,6.6,1403,21,Wheat
Potato,18,7.2,370,30,Wheat
Tomato,50,6.1,618,32,Rice
Potato,39,6.9,695,23,Wheat
Soybean,14,6.5,815,32,Barley
Soybean,32,5.8,1048,35,Barley
Wheat,29,5.7,1368,35,Rice
Tomato,40,6.8,316,26,Rice
Sugarcane,37,7.0,991,22,Potato
Tomato,42,6.3,1285,25,Rice
Maize,32,7.0,1230,23,Soybean
Barley,22,6.8,450,29,Wheat
Millet,14,5.7,444,29,Cotton
Soybean,24,7.1,1235,28,Barley
Soybean,44,7.0,483,27,Barley
Cotton,42,6.2,1402,22,Tomato
Soybean,44,6.1,1330,27,Barley
Maize,20,7.2,648,30,Soybean
Tomato,12,6.8,1241,21,Rice
Potato,22,5.9,618,30,Wheat
Soybean,47,7.0,767,23,Barley
Millet,38,7.5,1108,35,Cotton
Tomato,40,6.9,612,30,Rice
Barley,45,5.7,1064,22,Wheat
Potato,36,6.6,520,21,Wheat
Sugarcane,14,5.6,455,20,Potato
Cotton,21,5.9,452,34,Tomato
Millet,46,6.0,1393,30,Cotton
Sugarcane,26,6.0,714,26,Potato
Sugarcane,11,7.4,1500,32,Potato
Millet,14,5.8,458,25,Cotton
Sugarcane,50,5.9,1025,18,Potato
Wheat,19,6.3,343,27,Rice
Barley,37,6.4,535,17,Wheat
Barley,11,6.0,1075,15,Wheat
Barley,40,7.3,562,31,Wheat
Potato,28,6.3,1472,31,Wheat
Millet,40,6.0,560,21,Cotton
Tomato,34,6.9,1239,20,Rice
Soybean,47,7.3,1044,25,Barley
Maize,40,6.9,1175,15,Soybean
Tomato,16,6.8,536,24,Rice
Barley,23,6.8,327,17,Wheat
Potato,35,6.2,676,25,Wheat
Cotton,28,5.9,482,17,Tomato
Tomato,23,6.8,397,23,Rice
Soybean,23,7.4,601,30,Barley
Millet,21,6.5,1117,32,Cotton
Tomato,40,5.9,1414,27,Rice
Millet,16,7.1,1134,16,Cotton
Potato,46,6.6,1208,26,Wheat
Rice,17,7.0,1328,19,Maize
Wheat,38,5.8,307,32,Rice
Soybean,32,6.6,1362,23,Barley
Rice,10,5.9,1333,35,Maize
Tomato,38,5.5,1137,28,Rice
Wheat,35,7.3,973,22,Rice
Cotton,19,6.3,931,22,Tomato
Barley,43,6.2,823,15,Wheat
Rice,49,5.8,475,20,Maize
Maize,32,6.5,852,33,Soybean
Cotton,22,5.7,1019,19,Tomato
Maize,48,6.3,381,24,Soybean
Soybean,12,7.3,1423,15,Barley
Rice,25,6.9,1437,24,Maize
Potato,15,5.7,953,34,Wheat
Barley,40,7.5,516,31,Wheat
Soybean,13,6.7,1490,22,Barley
Sugarcane,43,7.1,1469,31,Potato
Millet,30,6.2,406,25,Cotton
Soybean,23,6.7,505,30,Barley
Tomato,24,7.5,824,17,Rice
Millet,28,6.5,750,27,Cotton
Millet,30,6.5,504,22,Cotton
Tomato,25,6.3,478,21,Rice
Maize,27,5.9,780,34,Soybean
Soybean,49,6.6,839,30,Barley
Tomato,25,7.0,1309,23,Rice
Rice,30,6.2,487,25,Maize
Tomato,16,7.2,1068,33,Rice
Soybean,31,6.2,994,23,Barley
Soybean,49,5.7,1255,16,Barley
Sugarcane,12,6.8,1475,25,Potato
Soybean,12,6.6,1492,35,Barley
Rice,20,6.5,1023,23,Maize
Tomato,36,6.8,1096,16,Rice
Sugarcane,31,6.2,1385,33,Potato
Tomato,32,6.7,1193,18,Rice
Rice,38,6.3,1327,29,Maize
Barley,31,6.0,807,28,Wheat
Wheat,22,5.5,1107,24,Rice
Sugarcane,39,6.2,1205,16,Potato
Sugarcane,42,6.7,994,29,Potato
Barley,34,6.4,1344,19,Wheat
Millet,31,6.2,828,31,Cotton
Tomato,45,7.0,361,28,Rice
Cotton,35,6.9,1042,24,Tomato
Soybean,48,7.2,795,21,Barley
Cotton,35,5.7,809,29,Tomato
Millet,40,6.2,795,20,Cotton
Sugarcane,16,7.3,450,29,Potato
Potato,25,6.2,729,15,Wheat
Sugarcane,43,5.6,527,25,Potato
Potato,11,7.2,617,35,Wheat
Cotton,17,7.1,458,25,Tomato
Sugarcane,34,7.5,367,21,Potato
Tomato,42,7.3,1335,17,Rice
Wheat,46,6.0,838,24,Rice
Barley,14,7.2,1483,22,Wheat
Millet,33,7.2,360,26,Cotton
Maize,21,6.4,832,32,Soybean
Soybean,48,6.9,728,34,Barley
Potato,20,7.3,800,16,Wheat
Maize,36,7.3,1423,17,Soybean
Rice,17,7.4,992,18,Maize
Potato,36,6.1,856,32,Wheat
Tomato,11,6.2,747,35,Rice
Cotton,10,7.0,1421,19,Tomato
Millet,23,7.4,407,22,Cotton
Tomato,32,5.7,337,30,Rice
Millet,32,5.7,1240,23,Cotton
Tomato,44,7.5,1301,24,Rice
Tomato,33,6.9,1301,35,Rice
Soybean,31,7.2,1330,25,Barley
Barley,44,5.9,1080,18,Wheat
Sugarcane,28,5.6,456,18,Potato
Wheat,49,6.2,1322,26,Rice
Barley,50,5.7,981,17,Wheat
Cotton,34,7.2,590,17,Tomato
Soybean,24,6.5,1497,18,Barley
Cotton,36,6.7,475,17,Tomato
Barley,34,5.6,546,28,Wheat
Rice,22,7.3,346,35,Maize
Cotton,43,7.1,330,29,Tomato
Soybean,47,5.7,354,32,Barley
Wheat,22,7.4,483,26,Rice
Potato,15,7.2,943,17,Wheat
Cotton,46,6.1,1126,17,Tomato
Soybean,34,7.4,1069,31,Barley
Cotton,17,6.9,332,34,Tomato
Wheat,14,6.5,1091,17,Rice
Barley,17,5.5,1397,30,Wheat
Soybean,30,6.8,401,34,Barley
Potato,34,6.6,323,29,Wheat
Maize,48,5.9,456,20,Soybean
Sugarcane,15,6.4,861,26,Potato
Maize,45,6.4,558,29,Soybean
Maize,35,7.0,1129,34,Soybean
Soybean,45,6.8,876,22,Barley
Soybean,34,6.6,611,16,Barley
Cotton,17,5.8,966,24,Tomato
Maize,25,7.4,1399,15,Soybean
Sugarcane,20,6.7,1432,27,Potato
Potato,47,5.6,1284,23,Wheat
Maize,16,6.0,945,20,Soybean
Maize,45,6.1,333,15,Soybean
Barley,35,6.3,975,22,Wheat
Tomato,27,5.9,340,35,Rice
Barley,32,7.3,322,30,Wheat
Sugarcane,45,7.4,1373,34,Potato
Wheat,36,6.7,776,20,Rice
Tomato,46,5.9,1376,25,Rice
Cotton,35,6.5,356,28,Tomato
Wheat,30,6.8,1205,21,Rice
Cotton,46,6.5,1062,32,Tomato
Millet,23,6.0,954,32,Cotton
Maize,41,7.5,742,21,Soybean
Sugarcane,49,7.2,1028,17,Potato
Maize,43,6.4,1291,19,Soybean
Wheat,33,6.1,591,31,Rice
Maize,11,7.5,393,32,Soybean
Sugarcane,44,5.6,308,29,Potato
Potato,36,7.3,704,18,Wheat
Potato,41,5.6,858,22,Wheat
Rice,36,6.0,1266,29,Maize
Cotton,43,6.3,1217,24,Tomato
Rice,47,6.5,544,32,Maize
Cotton,10,5.5,1046,29,Tomato
Cotton,40,6.9,828,33,Tomato
Maize,48,6.6,987,24,Soybean
Soybean,23,6.1,1092,16,Barley
Millet,23,5.7,1415,35,Cotton
Potato,40,5.6,1096,33,Wheat
Tomato,29,6.9,1284,16,Rice
Maize,21,6.3,312,23,Soybean
Maize,16,6.5,949,27,Soybean
Soybean,14,7.2,1133,29,Barley
Rice,15,7.2,1353,19,Maize
Potato,39,6.6,929,29,Wheat
Soybean,12,6.5,333,20,Barley
Millet,16,6.8,1160,15,Cotton
Millet,44,6.8,418,21,Cotton
Maize,20,6.4,318,30,Soybean
Wheat,38,6.5,1458,26,Rice
Wheat,39,6.9,1171,23,Rice
Potato,21,7.4,762,15,Wheat
Barley,32,6.9,534,28,Wheat
Millet,11,5.6,896,26,Cotton
Barley,20,6.4,1134,28,Wheat
Wheat,44,5.6,1063,20,Rice
Wheat,20,7.3,1057,29,Rice
Barley,10,7.0,693,19,Wheat
Wheat,25,6.3,1470,26,Rice
Millet,50,5.9,1318,19,Cotton
Tomato,41,6.3,381,21,Rice
Cotton,25,6.8,926,19,Tomato
Cotton,16,7.2,1500,29,Tomato
Maize,45,7.4,907,23,Soybean
Millet,37,7.1,338,17,Cotton
Soybean,50,6.8,1317,15,Barley
Maize,34,6.7,1392,24,Soybean
Barley,29,6.6,887,18,Wheat
Rice,36,7.3,651,29,Maize
Barley,38,6.4,568,29,Wheat
Wheat,27,5.5,919,27,Rice
Rice,37,6.4,899,30,Maize
Millet,39,6.9,543,22,Cotton
Rice,45,5.6,837,16,Maize
Soybean,28,6.0,1089,25,Barley
Wheat,38,7.2,937,25,Rice
Cotton,16,6.7,1124,15,Tomato
Tomato,38,6.8,668,16,Rice
Potato,34,6.0,839,32,Wheat
Tomato,33,5.6,705,27,Rice
Potato,32,5.6,442,27,Wheat
Potato,37,6.2,1348,15,Wheat
Barley,15,7.3,520,24,Wheat
Maize,20,6.3,774,22,Soybean
Tomato,20,6.5,441,34,Rice
Sugarcane,30,6.5,486,19,Potato
Sugarcane,47,5.7,1434,15,Potato
Tomato,49,7.2,839,35,Rice
Sugarcane,44,6.6,736,27,Potato
Tomato,16,6.3,677,26,Rice
Barley,27,7.5,1418,26,Wheat
Maize,22,6.6,946,22,Soybean
Rice,15,6.2,605,24,Maize
Wheat,32,6.3,886,24,Rice
Barley,18,7.5,787,28,Wheat
Millet,33,6.3,912,26,Cotton
Potato,50,6.1,988,28,Wheat
Sugarcane,29,6.9,1213,22,Potato
Maize,27,7.2,449,35,Soybean
Wheat,13,5.8,442,25,Rice
Soybean,45,6.8,1361,15,Barley
Soybean,41,7.3,943,28,Barley
Soybean,11,7.5,1271,31,Barley
Sugarcane,14,6.2,373,20,Potato
Potato,23,5.7,855,31,Wheat
Tomato,16,5.7,1098,26,Rice
Soybean,46,5.5,1256,25,Barley
Maize,13,6.8,1179,17,Soybean
Wheat,40,7.3,1014,25,Rice
Potato,46,6.6,366,22,Wheat
Soybean,42,5.7,727,30,Barley
Maize,44,6.8,1239,35,Soybean
Wheat,12,5.7,494,27,Rice
Rice,46,6.0,845,31,Maize
Wheat,22,5.9,815,31,Rice
Millet,41,6.8,675,34,Cotton
Tomato,15,7.4,1009,33,Rice
Tomato,44,6.0,1149,32,Rice
Maize,18,6.8,1298,29,Soybean
Potato,24,6.4,317,30,Wheat
Soybean,31,6.7,433,31,Barley
Rice,30,6.6,1494,16,Maize
Barley,43,5.6,654,27,Wheat
Tomato,20,6.7,1496,21,Rice
Millet,21,6.5,467,29,Cotton
Wheat,11,5.8,584,27,Rice
Maize,13,6.7,763,19,Soybean
Millet,34,6.2,929,26,Cotton
Soybean,24,7.2,1316,33,Barley
Soybean,49,5.6,400,22,Barley
Millet,14,6.7,916,21,Cotton
Cotton,40,6.7,697,31,Tomato
Soybean,49,5.9,318,24,Barley
Tomato,37,6.2,1429,31,Rice
Cotton,31,7.3,758,29,Tomato
Potato,27,6.2,1213,26,Wheat
Cotton,31,6.9,1230,23,Tomato
Tomato,35,5.6,1362,26,Rice
Tomato,45,6.5,392,17,Rice
Maize,41,6.5,1484,23,Soybean
Barley,46,7.0,314,25,Wheat
Rice,39,6.9,812,25,Maize
Millet,39,6.1,319,33,Cotton
Barley,16,7.1,889,34,Wheat
Potato,33,5.8,1451,17,Wheat
Cotton,39,6.8,1089,26,Tomato
Maize,45,6.1,767,19,Soybean
Wheat,31,7.3,1018,34,Rice
Cotton,39,5.9,987,22,Tomato
Maize,41,5.8,1280,34,Soybean
Cotton,32,6.2,531,31,Tomato
Tomato,21,6.6,1090,34,Rice
Millet,26,5.7,851,27,Cotton
Rice,14,6.3,1116,17,Maize
Maize,44,7.2,1023,31,Soybean
Maize,14,7.5,894,17,Soybean
Wheat,17,6.8,1367,32,Rice
Wheat,16,6.4,1388,32,Rice
Cotton,36,6.1,827,16,Tomato
Rice,16,5.9,869,33,Maize
Rice,34,7.5,491,17,Maize
Barley,36,7.4,1233,16,Wheat
Tomato,35,7.0,719,30,Rice
Maize,35,6.0,1459,27,Soybean
Sugarcane,49,6.9,1461,24,Potato
Soybean,17,5.9,591,31,Barley
Tomato,42,5.6,1139,34,Rice
Sugarcane,32,7.5,549,26,Potato
Maize,42,5.7,436,27,Soybean
Millet,19,6.3,1312,34,Cotton
Tomato,22,6.9,596,25,Rice
Potato,18,5.6,1287,22,Wheat
Millet,14,6.9,720,35,Cotton
Maize,22,7.4,518,18,Soybean
Maize,44,7.4,763,30,Soybean
Soybean,29,6.7,715,26,Barley
Tomato,39,6.2,1173,30,Rice
Soybean,29,7.0,1160,23,Barley
Barley,46,6.2,1295,27,Wheat
Soybean,45,5.9,828,26,Barley
Soybean,42,6.8,819,21,Barley
Tomato,14,5.6,692,34,Rice
Rice,20,7.3,1476,34,Maize
Tomato,37,7.4,544,29,Rice
Sugarcane,25,6.8,838,21,Potato
Tomato,11,7.1,652,26,Rice
Cotton,25,7.3,1271,30,Tomato
Barley,24,6.6,316,34,Wheat
Millet,49,7.1,428,23,Cotton
Rice,22,6.9,1476,16,Maize
Cotton,14,7.2,379,18,Tomato
Sugarcane,25,6.7,324,24,Potato
Millet,37,6.7,1029,26,Cotton
Sugarcane,37,6.7,1346,19,Potato
Cotton,22,7.5,1241,25,Tomato
Soybean,11,6.3,641,16,Barley
Potato,16,6.5,1380,29,Wheat
Millet,28,6.0,481,19,Cotton
Tomato,13,7.2,1285,17,Rice
Potato,10,6.7,1041,32,Wheat
Millet,10,6.3,431,21,Cotton
Rice,15,6.1,1138,22,Maize
Millet,25,7.3,733,25,Cotton
Cotton,19,7.0,476,16,Tomato
Cotton,37,6.3,807,35,Tomato
Wheat,16,7.2,745,32,Rice
Millet,47,5.9,815,20,Cotton
Barley,39,7.5,1419,33,Wheat
Wheat,21,6.7,1051,27,Rice
Sugarcane,38,5.6,336,32,Potato
Cotton,35,7.2,750,25,Tomato
Cotton,37,6.9,1241,16,Tomato
Potato,13,5.6,460,28,Wheat
Barley,11,5.8,1079,28,Wheat
Soybean,22,6.3,797,15,Barley
Sugarcane,30,6.1,640,21,Potato
Rice,19,6.2,568,33,Maize
Tomato,43,5.9,1239,22,Rice
Soybean,22,5.6,498,22,Barley
Rice,45,6.5,981,30,Maize
Barley,32,7.3,1197,24,Wheat
Maize,26,7.1,1046,35,Soybean
Millet,21,6.2,635,17,Cotton
Millet,12,5.6,311,31,Cotton
Millet,41,6.3,527,16,Cotton
Rice,42,6.5,517,17,Maize
Potato,27,6.5,1270,32,Wheat
Soybean,19,7.1,816,17,Barley
Rice,24,6.4,1059,23,Maize
Rice,34,7.3,632,19,Maize
Potato,41,6.7,1020,26,Wheat
Potato,12,7.3,1195,26,Wheat
Cotton,26,7.5,702,18,Tomato
Tomato,25,5.8,309,34,Rice
Rice,31,5.8,1436,24,Maize
Potato,20,7.3,1408,34,Wheat
Cotton,34,6.7,1142,25,Tomato
Maize,49,5.6,427,30,Soybean
Tomato,26,5.8,1087,21,Rice
Soybean,20,6.2,1490,18,Barley
Potato,23,6.9,1267,15,Wheat
Maize,29,7.4,1353,28,Soybean
Cotton,34,6.2,416,27,Tomato
Potato,30,6.0,310,24,Wheat
Rice,36,5.6,326,35,Maize
Tomato,15,6.7,926,19,Rice
Tomato,43,6.2,335,32,Rice
Tomato,13,5.5,1223,33,Rice
Sugarcane,24,5.9,779,35,Potato
Sugarcane,22,7.1,1057,18,Potato
Tomato,42,6.4,1470,23,Rice
Cotton,47,6.7,797,15,Tomato
Tomato,14,7.0,818,26,Rice
Millet,12,5.9,1346,24,Cotton
Sugarcane,32,6.6,663,19,Potato
Maize,34,6.8,767,15,Soybean
Barley,32,6.1,1346,21,Wheat
Potato,18,7.5,346,23,Wheat
Barley,28,6.7,1092,16,Wheat
Sugarcane,41,5.8,353,29,Potato
Sugarcane,44,6.5,536,32,Potato
Wheat,17,6.2,1499,20,Rice
Cotton,29,7.1,1036,31,Tomato
Millet,20,7.4,492,23,Cotton
Potato,23,6.5,1091,31,Wheat
Soybean,44,5.6,364,31,Barley
Millet,21,6.7,781,20,Cotton
Cotton,21,5.9,733,22,Tomato
Rice,47,7.3,898,31,Maize
Cotton,34,5.9,493,22,Tomato
Millet,41,6.5,1008,32,Cotton
Barley,24,6.0,598,31,Wheat
Tomato,41,5.8,686,31,Rice
Potato,20,6.9,757,31,Wheat
Cotton,33,5.7,1454,30,Tomato
Sugarcane,37,6.1,1368,30,Potato
Potato,41,6.4,484,31,Wheat
Barley,12,7.5,1051,26,Wheat
Sugarcane,16,6.2,725,32,Potato
Barley,48,5.7,900,23,Wheat
Millet,33,6.4,1372,24,Cotton
Sugarcane,17,5.5,326,34,Potato
Barley,24,7.4,341,26,Wheat
Tomato,15,7.0,1267,17,Rice
Tomato,40,5.5,1176,17,Rice
Cotton,28,6.6,1480,21,Tomato
Barley,36,6.1,1295,18,Wheat
Soybean,50,5.5,722,35,Barley
Tomato,21,5.8,1101,20,Rice
Millet,31,5.6,1030,15,Cotton
Rice,13,7.2,767,15,Maize
Soybean,48,7.2,1420,18,Barley
Sugarcane,37,7.2,749,27,Potato
Millet,25,7.1,1313,20,Cotton
Potato,46,5.7,750,25,Wheat
Barley,15,5.5,834,18,Wheat
Soybean,45,6.7,1066,32,Barley
Cotton,13,7.2,1139,28,Tomato
Wheat,19,6.1,1217,26,Rice
Millet,33,6.3,400,30,Cotton
Soybean,37,6.2,1437,25,Barley
Tomato,21,6.1,1355,15,Rice
Potato,41,7.4,1217,27,Wheat
Rice,16,5.9,530,20,Maize
Potato,48,5.6,907,35,Wheat
Tomato,39,7.2,1269,15,Rice
Cotton,19,7.4,433,30,Tomato
Barley,41,6.9,616,23,Wheat
Barley,24,6.9,1003,31,Wheat
Millet,12,7.0,406,24,Cotton
Rice,40,6.9,890,28,Maize
Millet,19,7.4,1118,29,Cotton
Millet,50,7.1,861,26,Cotton
Wheat,12,5.7,970,27,Rice
Rice,22,6.1,859,31,Maize
Tomato,21,7.1,1434,17,Rice
Soybean,14,5.5,973,31,Barley
Barley,50,5.7,1206,21,Wheat
Cotton,22,5.8,682,26,Tomato
Tomato,45,7.2,1341,22,Rice
Maize,13,6.4,981,33,Soybean
Cotton,43,5.8,371,28,Tomato
Cotton,34,7.3,883,27,Tomato
Wheat,16,6.8,519,20,Rice
Wheat,29,5.9,680,31,Rice
Cotton,21,7.2,725,18,Tomato
Millet,23,6.4,1413,32,Cotton
Maize,38,6.1,622,34,Soybean
Wheat,46,6.9,323,21,Rice
Tomato,36,6.0,853,18,Rice
